Volcano,Sunrise Sunset,ISS Structure,Stars,Night,Aurora,Movie,Day,Moon,Inside ISS,Dock Undock,Cupola
0.994461538,0.992,0.986461538,0.993846154,0.990769231,0.999384615,0.981538462,0.980923077,0.998153846,0.993846154,0.990769231,0.996307692
